section,field_id,phpp_label,variant_id,variant_name,datatype,units,value,excel_row
r_values,r_values.assembly_06,06ud-Ground_Roof,ph_assemblies,PH Assemblies,06ud-Ground_Roof,m2,#DIV/0!,485
r_values,r_values.assembly_06,06ud-Ground_Roof,airtightness_erv,Airtightness + ERV,06ud-Ground_Roof,m2,#DIV/0!,485
r_values,r_values.assembly_06,06ud-Ground_Roof,ph_windows,PH Windows,06ud-Ground_Roof,m2,#DIV/0!,485
r_values,r_values.assembly_07,07ud-Ext_Wall,code_min,Code Min,07ud-Ext_Wall,m2,#DIV/0!,486
r_values,r_values.assembly_07,07ud-Ext_Wall,ph_assemblies,PH Assemblies,07ud-Ext_Wall,m2,#DIV/0!,486
r_values,r_values.assembly_07,07ud-Ext_Wall,airtightness_erv,Airtightness + ERV,07ud-Ext_Wall,m2,#DIV/0!,486
r_values,r_values.assembly_07,07ud-Ext_Wall,ph_windows,PH Windows,07ud-Ext_Wall,m2,#DIV/0!,486
r_values,r_values.assembly_09,09ud-Ext_Roof,code_min,Code Min,09ud-Ext_Roof,m2,#DIV/0!,488
r_values,r_values.assembly_09,09ud-Ext_Roof,ph_assemblies,PH Assemblies,09ud-Ext_Roof,m2,#DIV/0!,488
r_values,r_values.assembly_09,09ud-Ext_Roof,airtightness_erv,Airtightness + ERV,09ud-Ext_Roof,m2,#DIV/0!,488
r_values,r_values.assembly_09,09ud-Ext_Roof,ph_windows,PH Windows,09ud-Ext_Roof,m2,#DIV/0!,488
r_values,r_values.assembly_10,10ud-Ext_Floor,code_min,Code Min,10ud-Ext_Floor,m2,#DIV/0!,489
r_values,r_values.assembly_10,10ud-Ext_Floor,ph_assemblies,PH Assemblies,10ud-Ext_Floor,m2,#DIV/0!,489
r_values,r_values.assembly_10,10ud-Ext_Floor,airtightness_erv,Airtightness + ERV,10ud-Ext_Floor,m2,#DIV/0!,489
r_values,r_values.assembly_10,10ud-Ext_Floor,ph_windows,PH Windows,10ud-Ext_Floor,m2,#DIV/0!,489
