metric_group,end_use,variant_id,units,value,source_field_id,source_label,excel_row
phius_net_source_energy,solar_pv,airtightness_erv,kWh,0,primary_energy.solar_pv,Solar PV,456
per,heating,airtightness_erv,kWh,9045.55833095,primary_energy_renewable.heating,Heating,520
per,cooling,airtightness_erv,kWh,3751.52073215,primary_energy_renewable.cooling,Cooling,521
per,dhw,airtightness_erv,kWh,3891.55948798,primary_energy_renewable.dhw,DHW,522
per,dishwashing,airtightness_erv,kWh,136.641464733,primary_energy_renewable.dishwashing,Dishwashing,523
per,clothes_washing,airtightness_erv,kWh,78.4200330403,primary_energy_renewable.clothes_washing,Clothes Washing,524
per,clothes_drying,airtightness_erv,kWh,372.136578026,primary_energy_renewable.clothes_drying,Clothes Drying,525
per,refrigerator,airtightness_erv,kWh,534.36,primary_energy_renewable.refrigerator,Refrigerator,526
per,cooking,airtightness_erv,kWh,490.029479475,primary_energy_renewable.cooking,Cooking,527
per,phi_lighting,airtightness_erv,kWh,237.095863349,primary_energy_renewable.phi_lighting,PHI Lighting,528
per,phi_consumer_elec,airtightness_erv,kWh,735.107327236,primary_energy_renewable.phi_consumer_elec,PHI Consumer Elec.,529
per,phi_small_appliances,airtightness_erv,kWh,78.9845369794,primary_energy_renewable.phi_small_appliances,PHI Small Appliances,530
per,phius_int_lighting,airtightness_erv,kWh,0,primary_energy_renewable.phius_int_lighting,Phius Int. Lighting,531
per,phius_ext_lighting,airtightness_erv,kWh,0,primary_energy_renewable.phius_ext_lighting,Phius Ext. Lighting,532
per,phius_mel,airtightness_erv,kWh,0,primary_energy_renewable.phius_mel,Phius MEL,533
per,aux_elec,airtightness_erv,kWh,0,primary_energy_renewable.aux_elec,Aux Elec,534
per,solar_pv,airtightness_erv,kWh,0,primary_energy_renewable.solar_pv,Solar PV,535
co2e,heating,airtightness_erv,tonsCO2e,1.73587014221,co2e.heating,Heating,502
co2e,cooling,airtightness_erv,tonsCO2e,0.696704741731,co2e.cooling,Cooling,503
co2e,dhw,airtightness_erv,tonsCO2e,0.974089690546,co2e.dhw,DHW,504
co2e,dishwashing,airtightness_erv,tonsCO2e,0.0327773905905,co2e.dishwashing,Dishwashing,505
co2e,clothes_washing,airtightness_erv,tonsCO2e,0.0188113034217,co2e.clothes_washing,Clothes Washing,506
co2e,clothes_drying,airtightness_erv,tonsCO2e,0.0892676757729,co2e.clothes_drying,Clothes Drying,507
co2e,refrigerator,airtightness_erv,tonsCO2e,0.128181635568,co2e.refrigerator,Refrigerator,508
co2e,cooking,airtightness_erv,tonsCO2e,0.117547683501,co2e.cooking,Cooking,509
co2e,phi_lighting,airtightness_erv,tonsCO2e,0.0568742711852,co2e.phi_lighting,PHI Lighting,510
co2e,phi_consumer_elec,airtightness_erv,tonsCO2e,0.176336663529,co2e.phi_consumer_elec,PHI Consumer Elec.,511
co2e,phi_small_appliances,airtightness_erv,tonsCO2e,0.0189467159492,co2e.phi_small_appliances,PHI Small Appliances,512
co2e,phius_int_lighting,airtightness_erv,tonsCO2e,0,co2e.phius_int_lighting,Phius Int. Lighting,513
co2e,phius_ext_lighting,airtightness_erv,tonsCO2e,0,co2e.phius_ext_lighting,Phius Ext. Lighting,514
co2e,phius_mel,airtightness_erv,tonsCO2e,0,co2e.phius_mel,Phius MEL,515
co2e,aux_elec,airtightness_erv,tonsCO2e,0,co2e.aux_elec,Aux Elec,516
co2e,ipcc_limit,airtightness_erv,tonsCO2e,3.2668631965,co2e.ipcc_limit,IPCC Limit,517
phius_net_source_energy,total,airtightness_erv,kWh,36539.4961135,primary_energy.*,Primary Energy total,
phius_net_source_energy,limit,airtightness_erv,kWh,11189.006448,certification_limits.phius_net_source_energy_limit,PHIUS Net Source Energy Limit,371
site_energy,heating,ph_windows,kWh,3652.81551652,site_energy.heating,Heating,423
site_energy,cooling,ph_windows,kWh,2345.20729884,site_energy.cooling,Cooling,424
site_energy,dhw,ph_windows,kWh,3334.85606878,site_energy.dhw,DHW,425
site_energy,dishwashing,ph_windows,kWh,113.867887278,site_energy.dishwashing,Dishwashing,426
site_energy,clothes_washing,ph_windows,kWh,65.3500275336,site_energy.clothes_washing,Clothes Washing,427
site_energy,clothes_drying,ph_windows,kWh,310.113815021,site_energy.clothes_drying,Clothes Drying,428
site_energy,refrigerator,ph_windows,kWh,445.3,site_energy.refrigerator,Refrigerator,429
site_energy,cooking,ph_windows,kWh,408.357899562,site_energy.cooking,Cooking,430
site_energy,phi_lighting,ph_windows,kWh,197.579886124,site_energy.phi_lighting,PHI Lighting,431
site_energy,phi_consumer_elec,ph_windows,kWh,612.589439363,site_energy.phi_consumer_elec,PHI Consumer Elec.,432
site_energy,phi_small_appliances,ph_windows,kWh,65.8204474829,site_energy.phi_small_appliances,PHI Small Appliances,433
site_energy,phius_int_lighting,ph_windows,kWh,0,site_energy.phius_int_lighting,Phius Int. Lighting,434
site_energy,phius_ext_lighting,ph_windows,kWh,0,site_energy.phius_ext_lighting,Phius Ext. Lighting,435
site_energy,phius_mel,ph_windows,kWh,0,site_energy.phius_mel,Phius MEL,436
site_energy,aux_elec,ph_windows,kWh,0,site_energy.aux_elec,Aux Elec,437
site_energy,solar_pv,ph_windows,kWh,0,site_energy.solar_pv,Solar PV,438
primary_energy,heating,ph_windows,kWh,9497.32034296,primary_energy.heating,Heating,441
phius_net_source_energy,heating,ph_windows,kWh,9497.32034296,primary_energy.heating,Heating,441
primary_energy,cooling,ph_windows,kWh,6097.538977,primary_energy.cooling,Cooling,442
phius_net_source_energy,cooling,ph_windows,kWh,6097.538977,primary_energy.cooling,Cooling,442
primary_energy,dhw,ph_windows,kWh,8670.62577883,primary_energy.dhw,DHW,443
phius_net_source_energy,dhw,ph_windows,kWh,8670.62577883,primary_energy.dhw,DHW,443
primary_energy,dishwashing,ph_windows,kWh,296.056506922,primary_energy.dishwashing,Dishwashing,444
phius_net_source_energy,dishwashing,ph_windows,kWh,296.056506922,primary_energy.dishwashing,Dishwashing,444
primary_energy,clothes_washing,ph_windows,kWh,169.910071587,primary_energy.clothes_washing,Clothes Washing,445
phius_net_source_energy,clothes_washing,ph_windows,kWh,169.910071587,primary_energy.clothes_washing,Clothes Washing,445
primary_energy,clothes_drying,ph_windows,kWh,806.295919055,primary_energy.clothes_drying,Clothes Drying,446
